name,ticker,url,cmp,market_cap,latest_quarter,prev_quarter,is_fresh,promoter_prev,promoter_latest,promoter_change,fii_prev,fii_latest,fii_change,dii_prev,dii_latest,dii_change,government_prev,government_latest,government_change,public_prev,public_latest,public_change,shareholders_prev,shareholders_latest,shareholders_change
Abbott India,ABBOTINDIA,/company/ABBOTINDIA/,26935.00,57240.66,Jun 2026,Mar 2026,True,74.99,74.99,0.0,0.27,0.38,0.11,8.93,8.77,-0.16,,,,15.81,15.85,0.04,75866.0,78320.0,2454.0
Accent Microcell,ACCENTMIC,/company/ACCENTMIC/,670.35,1608.11,Jun 2026,Mar 2026,True,55.47,53.02,-2.45,0.58,0.91,0.33,3.59,3.54,-0.05,,,,40.36,42.53,2.17,3054.0,3178.0,124.0
ACME Solar Hold.,ACMESOLAR,/company/ACMESOLAR/consolidated/,452.30,31954.51,Jun 2026,Mar 2026,True,83.29,71.4,-11.89,3.6,4.39,0.79,7.05,19.1,12.05,,,,5.96,4.92,-1.04,164635.0,143209.0,-21426.0
Acutaas Chemical,ACUTAAS,/company/ACUTAAS/consolidated/,3265.20,26737.96,Jun 2026,Mar 2026,True,32.66,32.66,0.0,19.48,21.61,2.13,19.6,19.55,-0.05,0.01,0.01,0.0,28.24,26.16,-2.08,112939.0,125569.0,12630.0
Adani Energy Sol,ADANIENSOL,/company/ADANIENSOL/consolidated/,1380.00,167518.93,Jul 2026,Jun 2026,True,74.71,73.39,-1.32,10.14,10.31,0.17,11.77,13.05,1.28,,,,3.39,3.26,-0.13,385315.0,376377.0,-8938.0
Adani Enterp.,ADANIENT,/company/ADANIENT/consolidated/,2993.20,406464.96,Jul 2026,Jun 2026,True,74.84,71.97,-2.87,8.77,10.51,1.74,9.34,10.75,1.41,,,,7.06,6.78,-0.28,596414.0,588595.0,-7819.0
Adani Green,ADANIGREEN,/company/ADANIGREEN/consolidated/,1300.90,214346.90,Jun 2026,Mar 2026,True,62.44,62.43,-0.01,11.1,11.84,0.74,4.56,4.82,0.26,,,,21.92,20.9,-1.02,930970.0,799143.0,-131827.0
Adani Ports,ADANIPORTS,/company/ADANIPORTS/consolidated/,1807.30,417522.65,Jun 2026,Mar 2026,True,68.02,66.03,-1.99,13.25,15.58,2.33,13.86,13.6,-0.26,,,,4.89,4.79,-0.1,1095768.0,1072323.0,-23445.0
Adani Power,ADANIPOWER,/company/ADANIPOWER/consolidated/,204.80,394874.23,Jun 2026,Mar 2026,True,74.96,74.96,0.0,11.73,11.76,0.03,3.69,4.07,0.38,,,,9.63,9.2,-0.43,2087011.0,2116256.0,29245.0
Adani Total Gas,ATGL,/company/ATGL/,625.25,68776.61,Jun 2026,Mar 2026,True,74.8,74.8,0.0,12.75,12.77,0.02,6.26,6.34,0.08,,,,6.18,6.07,-0.11,636149.0,596758.0,-39391.0
ADF Foods,ADFFOODS,/company/ADFFOODS/consolidated/,268.05,2939.31,Jun 2026,Mar 2026,True,36.14,36.14,0.0,11.55,11.59,0.04,23.21,21.3,-1.91,,,,29.12,30.99,1.87,40319.0,39264.0,-1055.0
Aditya AMC,ABSLAMC,/company/ABSLAMC/consolidated/,1026.60,29675.47,Jun 2026,Mar 2026,True,74.82,74.72,-0.1,5.75,4.41,-1.34,11.55,14.26,2.71,0.03,0.03,0.0,7.85,6.58,-1.27,244638.0,236462.0,-8176.0
Aditya Birla Cap,ABCAPITAL,/company/ABCAPITAL/consolidated/,402.45,110193.70,Jun 2026,Mar 2026,True,68.51,68.81,0.3,7.01,7.94,0.93,13.71,13.36,-0.35,0.12,0.11,-0.01,10.64,9.77,-0.87,522128.0,513052.0,-9076.0
Aditya Infotech,CPPLUS,/company/CPPLUS/consolidated/,3831.90,45399.97,Jun 2026,Mar 2026,True,74.75,74.71,-0.04,5.72,6.35,0.63,14.75,13.61,-1.14,,,,4.78,5.34,0.56,36773.0,58182.0,21409.0
Aditya Vision,AVL,/company/AVL/,624.40,8063.38,Jun 2026,Mar 2026,True,47.14,47.14,0.0,16.18,15.05,-1.13,19.57,21.67,2.1,,,,17.11,16.13,-0.98,33945.0,33586.0,-359.0
Ador Welding,ADOR,/company/ADOR/,1598.00,2785.07,Jun 2026,Mar 2026,True,53.76,53.76,0.0,0.37,1.05,0.68,12.63,10.47,-2.16,,,,33.26,34.72,1.46,35567.0,35275.0,-292.0
Advait Energy,ADVAIT,/company/ADVAIT/consolidated/,1976.80,2170.95,Jun 2026,Mar 2026,True,66.8,66.76,-0.04,0.21,0.68,0.47,0.13,0.04,-0.09,,,,32.84,32.51,-0.33,33066.0,33709.0,643.0
Advanced Enzyme,ADVENZYMES,/company/ADVENZYMES/consolidated/,297.00,3322.89,Jun 2026,Mar 2026,True,43.26,43.25,-0.01,25.5,26.7,1.2,5.41,4.77,-0.64,,,,25.85,25.28,-0.57,66193.0,63599.0,-2594.0
Aequs,AEQUS,/company/AEQUS/consolidated/,243.94,16344.74,Jun 2026,Mar 2026,True,59.08,59.09,0.01,3.9,5.17,1.27,11.39,8.85,-2.54,,,,23.29,24.62,1.33,40774.0,53564.0,12790.0
Aeroflex,AEROFLEX,/company/AEROFLEX/consolidated/,520.80,6889.79,Jun 2026,Mar 2026,True,65.47,65.47,0.0,1.49,3.61,2.12,3.8,1.48,-2.32,,,,29.23,29.45,0.22,97254.0,109759.0,12505.0
Aeroflex Enter.,AEROENTER,/company/AEROENTER/consolidated/,126.51,1431.64,Jun 2026,Mar 2026,True,51.59,52.3,0.71,0.54,1.25,0.71,0.06,0.07,0.01,,,,47.81,46.39,-1.42,35374.0,36992.0,1618.0
Aether Industri.,AETHER,/company/AETHER/consolidated/,1648.20,21890.27,Jun 2026,Mar 2026,True,74.94,74.92,-0.02,6.29,7.42,1.13,12.66,10.49,-2.17,,,,6.1,7.17,1.07,65562.0,65336.0,-226.0
Afcom Holdings,544224,/company/544224/,1467.05,4241.77,Jun 2026,Mar 2026,True,40.61,35.84,-4.77,0.05,0.68,0.63,0.85,7.96,7.11,,,,58.49,55.52,-2.97,6454.0,6978.0,524.0
AGI Infra,AGIIL,/company/AGIIL/consolidated/,268.80,3359.31,Jun 2026,Mar 2026,True,71.29,71.29,0.0,3.98,4.68,0.7,0.01,0.01,0.0,,,,24.71,24.02,-0.69,9169.0,11736.0,2567.0
Ahluwalia Contr.,AHLUCONT,/company/AHLUCONT/consolidated/,580.60,3891.98,Jun 2026,Mar 2026,True,55.32,55.32,0.0,13.74,14.05,0.31,22.32,22.32,0.0,,,,8.61,8.32,-0.29,36498.0,34624.0,-1874.0
AIA Engineering,AIAENG,/company/AIAENG/consolidated/,3970.00,37073.70,Jun 2026,Mar 2026,True,58.5,58.5,0.0,16.79,16.87,0.08,22.03,22.1,0.07,0.0,0.0,0.0,2.69,2.54,-0.15,59500.0,58979.0,-521.0
Ajanta Pharma,AJANTPHARM,/company/AJANTPHARM/consolidated/,3568.10,44582.83,Jun 2026,Mar 2026,True,66.25,63.49,-2.76,8.26,7.68,-0.58,18.36,21.8,3.44,0.01,0.0,-0.01,7.14,7.03,-0.11,67955.0,65296.0,-2659.0
Ajax Engineering,AJAXENGG,/company/AJAXENGG/,569.15,6508.84,Jun 2026,Mar 2026,True,80.0,80.0,0.0,5.65,4.67,-0.98,10.15,11.17,1.02,,,,4.2,4.17,-0.03,72001.0,69540.0,-2461.0
Ajmera Realty,AJMERA,/company/AJMERA/consolidated/,120.63,2383.29,Jun 2026,Mar 2026,True,68.23,68.56,0.33,0.78,0.95,0.17,1.13,0.82,-0.31,,,,29.87,29.69,-0.18,25013.0,27336.0,2323.0
Akums Drugs,AKUMS,/company/AKUMS/consolidated/,823.30,12935.83,Jun 2026,Mar 2026,True,75.26,75.26,0.0,1.38,1.91,0.53,14.36,13.44,-0.92,,,,6.29,6.67,0.38,72589.0,70289.0,-2300.0
Alembic,ALEMBICLTD,/company/ALEMBICLTD/consolidated/,106.04,2724.48,Jun 2026,Mar 2026,True,70.88,70.88,0.0,1.25,1.25,0.0,0.05,0.06,0.01,,,,27.81,27.82,0.01,102008.0,101238.0,-770.0
Alivus Life,ALIVUS,/company/ALIVUS/,1383.10,16970.02,Jun 2026,Mar 2026,True,74.87,74.87,0.0,5.3,5.54,0.24,7.27,7.18,-0.09,,,,12.55,12.42,-0.13,127969.0,125559.0,-2410.0
Alkem Lab,ALKEM,/company/ALKEM/consolidated/,5417.50,64705.77,Jun 2026,Mar 2026,True,51.2,49.7,-1.5,10.15,10.42,0.27,21.39,22.64,1.25,,,,17.25,17.25,0.0,62835.0,62822.0,-13.0
Alkyl Amines,ALKYLAMINE,/company/ALKYLAMINE/,1883.00,9636.64,Jun 2026,Mar 2026,True,72.05,72.04,-0.01,3.45,3.5,0.05,3.01,3.1,0.09,,,,21.49,21.36,-0.13,146028.0,142625.0,-3403.0
All Time Plastic,ALLTIME,/company/ALLTIME/,205.36,1339.87,Jun 2026,Mar 2026,True,70.15,70.15,0.0,2.93,2.98,0.05,10.29,10.36,0.07,,,,16.63,16.52,-0.11,29699.0,28843.0,-856.0
Allied Blenders,ABDL,/company/ABDL/consolidated/,656.40,18401.36,Jun 2026,Mar 2026,True,80.91,80.91,0.0,3.23,3.24,0.01,4.82,5.07,0.25,,,,11.03,10.77,-0.26,119762.0,112420.0,-7342.0
Amara Raja Ener.,ARE&M,/company/ARE&M/,812.85,14881.91,Jun 2026,Mar 2026,True,32.86,32.86,0.0,17.31,17.34,0.03,16.95,15.31,-1.64,,,,32.88,34.5,1.62,809144.0,818619.0,9475.0
Amic Forging,544037,/company/544037/consolidated/,2457.20,2837.78,Mar 2026,Sep 2025,True,57.96,57.96,0.0,0.15,0.15,0.0,0.48,0.56,0.08,,,,41.41,41.32,-0.09,2723.0,2686.0,-37.0
Amrutanjan Healt,AMRUTANJAN,/company/AMRUTANJAN/,510.05,1474.00,Jun 2026,Mar 2026,True,46.52,46.52,0.0,2.17,2.44,0.27,12.66,12.29,-0.37,,,,38.61,38.72,0.11,45805.0,45135.0,-670.0
Anand Rathi Wea.,ANANDRATHI,/company/ANANDRATHI/,2169.20,36057.38,Jun 2026,Mar 2026,True,43.11,41.37,-1.74,5.78,6.37,0.59,9.1,10.4,1.3,0.0,0.0,0.0,42.01,41.86,-0.15,64931.0,80729.0,15798.0
Andhra Sugars,ANDHRSUGAR,/company/ANDHRSUGAR/consolidated/,95.20,1289.35,Jun 2026,Mar 2026,True,50.49,50.49,0.0,2.53,2.86,0.33,0.0,0.0,0.0,,,,46.97,46.64,-0.33,52819.0,51307.0,-1512.0
Angel One,ANGELONE,/company/ANGELONE/consolidated/,300.00,27402.53,Jun 2026,Mar 2026,True,28.8,28.59,-0.21,12.81,13.76,0.95,18.88,20.34,1.46,0.0,0.01,0.01,39.52,37.3,-2.22,359235.0,356468.0,-2767.0
Anlon Healthcare,AHCL,/company/AHCL/consolidated/,29.68,1567.76,Jun 2026,Mar 2026,True,52.68,52.68,0.0,0.32,1.67,1.35,4.6,1.23,-3.37,,,,42.4,44.43,2.03,12484.0,34671.0,22187.0
Antelopus Selan,ANTELOPUS,/company/ANTELOPUS/,1161.20,4095.96,Jun 2026,Mar 2026,True,69.94,69.94,0.0,0.26,0.41,0.15,0.03,0.76,0.73,,,,29.78,28.9,-0.88,26349.0,24275.0,-2074.0
Anthem Bioscienc,ANTHEM,/company/ANTHEM/consolidated/,881.90,49678.02,Jun 2026,Mar 2026,True,74.67,71.42,-3.25,1.28,2.57,1.29,11.55,13.48,1.93,,,,12.48,12.52,0.04,180220.0,173273.0,-6947.0
Anupam Rasayan,ANURAS,/company/ANURAS/consolidated/,1193.40,13616.96,Jun 2026,Mar 2026,True,59.07,59.07,0.0,6.91,7.72,0.81,0.35,0.38,0.03,,,,33.65,32.82,-0.83,43475.0,42776.0,-699.0
Apar Inds.,APARINDS,/company/APARINDS/consolidated/,17876.00,74824.93,Aug 2026,Jun 2026,True,57.76,55.42,-2.34,10.76,11.36,0.6,23.02,24.88,1.86,,,,8.47,8.34,-0.13,95279.0,97938.0,2659.0
Apcotex Industri,APCOTEXIND,/company/APCOTEXIND/,609.80,3164.62,Jun 2026,Mar 2026,True,58.23,58.23,0.0,0.64,0.69,0.05,2.23,1.91,-0.32,,,,38.93,39.18,0.25,30391.0,30918.0,527.0
Apeejay Surrend.,PARKHOTELS,/company/PARKHOTELS/consolidated/,106.29,2267.96,Jun 2026,Mar 2026,True,68.21,68.21,0.0,4.0,4.07,0.07,8.53,8.81,0.28,,,,19.25,18.91,-0.34,51406.0,50557.0,-849.0
APL Apollo Tubes,APLAPOLLO,/company/APLAPOLLO/consolidated/,2195.00,61359.74,Jun 2026,Mar 2026,True,28.25,28.25,0.0,37.52,35.12,-2.4,16.05,18.58,2.53,,,,18.18,18.04,-0.14,158128.0,158947.0,819.0
Apollo Micro Sys,APOLLO,/company/APOLLO/consolidated/,404.60,15001.72,Jun 2026,Mar 2026,True,51.98,49.98,-2.0,3.63,7.59,3.96,1.82,1.71,-0.11,,,,42.58,40.72,-1.86,373806.0,398043.0,24237.0
Apollo Pipes,APOLLOPIPE,/company/APOLLOPIPE/consolidated/,522.45,2297.37,Jun 2026,Mar 2026,True,51.72,51.72,0.0,2.22,2.53,0.31,10.77,7.2,-3.57,,,,35.01,38.29,3.28,44305.0,39071.0,-5234.0
Aptus Value Hou.,APTUS,/company/APTUS/consolidated/,251.33,12588.93,Jun 2026,Mar 2026,True,23.86,23.86,0.0,30.34,29.96,-0.38,29.43,29.9,0.47,,,,16.35,16.27,-0.08,166229.0,166122.0,-107.0
Arihant Super.,ARIHANTSUP,/company/ARIHANTSUP/consolidated/,239.95,1050.53,Jun 2026,Mar 2026,True,71.1,71.1,0.0,0.17,0.18,0.01,0.0,0.0,0.0,,,,28.73,28.71,-0.02,6753.0,7103.0,350.0
Arman Financial,ARMANFIN,/company/ARMANFIN/consolidated/,1968.90,2075.21,Jun 2026,Mar 2026,True,22.0,22.0,0.0,2.61,3.08,0.47,4.18,4.85,0.67,,,,71.2,70.07,-1.13,33752.0,32079.0,-1673.0
Arrow Greentech,ARROWGREEN,/company/ARROWGREEN/consolidated/,900.00,1358.43,Jun 2026,Mar 2026,True,64.83,65.65,0.82,0.06,0.2,0.14,0.82,0.99,0.17,,,,34.28,33.16,-1.12,21442.0,20487.0,-955.0
Artemis Medicare,ARTEMISMED,/company/ARTEMISMED/,341.90,5405.36,Jun 2026,Mar 2026,True,58.39,58.39,0.0,12.19,12.28,0.09,2.89,2.4,-0.49,6.16,6.16,0.0,20.37,20.76,0.39,32044.0,36335.0,4291.0
Arvind Fashions.,ARVINDFASN,/company/ARVINDFASN/consolidated/,425.45,5691.18,Jun 2026,Mar 2026,True,35.1,35.1,0.0,11.97,12.15,0.18,24.63,24.99,0.36,,,,28.3,27.76,-0.54,177446.0,174838.0,-2608.0
Arvind Ltd,ARVIND,/company/ARVIND/consolidated/,548.25,14863.09,Aug 2026,Jun 2026,True,39.53,38.09,-1.44,16.44,15.88,-0.56,19.88,22.78,2.9,,,,24.14,23.26,-0.88,181012.0,181024.0,12.0
Arvind SmartSp.,ARVSMART,/company/ARVSMART/consolidated/,634.05,2913.35,Jun 2026,Mar 2026,True,53.83,53.83,0.0,0.67,0.69,0.02,8.6,8.99,0.39,,,,36.91,36.5,-0.41,93140.0,92477.0,-663.0
Ashika Global Securities.,ASHIKAG,/company/ASHIKAG/consolidated/,403.85,2971.26,Jun 2026,Mar 2026,True,58.0,74.32,16.32,0.73,1.45,0.72,0.73,0.44,-0.29,,,,40.55,23.8,-16.75,4341.0,4572.0,231.0
Asian Energy,ASIANENE,/company/ASIANENE/consolidated/,489.70,2383.72,Jun 2026,Mar 2026,True,60.75,56.14,-4.61,1.34,1.39,0.05,0.81,0.27,-0.54,,,,37.05,42.19,5.14,20289.0,23990.0,3701.0
Asian Granito,ASIANTILES,/company/ASIANTILES/consolidated/,51.16,1516.46,Jun 2026,Mar 2026,True,38.79,38.79,0.0,1.05,1.37,0.32,0.13,0.14,0.01,,,,60.03,59.69,-0.34,77037.0,77330.0,293.0
Asian Hotels (N),ASIANHOTNR,/company/ASIANHOTNR/,390.45,1698.58,Jun 2026,Mar 2026,True,0.0,0.0,0.0,2.58,2.58,0.0,1.69,1.97,0.28,,,,95.73,95.45,-0.28,9287.0,9250.0,-37.0
Asian Paints,ASIANPAINT,/company/ASIANPAINT/consolidated/,2455.00,235878.04,Jun 2026,Mar 2026,True,52.63,52.63,0.0,12.11,13.32,1.21,21.74,20.7,-1.04,0.07,0.07,0.0,13.39,13.19,-0.2,1001799.0,959219.0,-42580.0
ASK Automotive,ASKAUTOLTD,/company/ASKAUTOLTD/consolidated/,651.25,12836.98,Jun 2026,Mar 2026,True,74.95,74.95,0.0,9.29,9.5,0.21,10.25,10.97,0.72,,,,5.52,4.58,-0.94,83847.0,79443.0,-4404.0
ASM Technologies,526433,/company/526433/consolidated/,7018.05,10236.99,Jun 2026,Mar 2026,True,57.96,57.65,-0.31,0.23,0.49,0.26,0.43,0.72,0.29,,,,41.39,41.13,-0.26,28455.0,28766.0,311.0
Assoc.Alcohols,ASALCBR,/company/ASALCBR/,657.90,1318.78,Jun 2026,Mar 2026,True,62.35,62.35,0.0,0.33,0.68,0.35,0.94,1.26,0.32,,,,36.37,35.71,-0.66,42643.0,40991.0,-1652.0
Astra Microwave,ASTRAMICRO,/company/ASTRAMICRO/consolidated/,1602.10,15184.36,Jun 2026,Mar 2026,True,6.54,6.54,0.0,7.56,10.74,3.18,15.42,16.09,0.67,,,,70.49,66.64,-3.85,116138.0,117894.0,1756.0
Astrazeneca Phar,ASTRAZEN,/company/ASTRAZEN/,6706.00,16763.38,Jun 2026,Mar 2026,True,75.0,75.0,0.0,2.78,2.68,-0.1,5.79,6.08,0.29,,,,16.42,16.24,-0.18,29007.0,29338.0,331.0
Atul,ATUL,/company/ATUL/consolidated/,6118.00,18014.22,Jun 2026,Mar 2026,True,45.22,45.33,0.11,7.5,7.44,-0.06,25.89,25.93,0.04,0.0,0.0,0.0,21.37,21.3,-0.07,56855.0,56570.0,-285.0
AU Small Finance,AUBANK,/company/AUBANK/,1053.00,79066.39,Jun 2026,Mar 2026,True,22.76,22.74,-0.02,37.27,35.98,-1.29,31.3,32.81,1.51,,,,8.67,8.47,-0.2,167443.0,162894.0,-4549.0
Aurobindo Pharma,AUROPHARMA,/company/AUROPHARMA/consolidated/,1721.50,99226.41,Jun 2026,Mar 2026,True,51.82,51.88,0.06,15.24,16.38,1.14,25.82,25.05,-0.77,0.05,0.05,0.0,7.08,6.63,-0.45,241298.0,239073.0,-2225.0
Aurum Proptech,AURUM,/company/AURUM/consolidated/,223.19,1610.16,Jun 2026,Mar 2026,True,47.41,47.89,0.48,0.13,0.42,0.29,,,,,,,52.45,51.69,-0.76,56379.0,55252.0,-1127.0
Authum Invest,AIIL,/company/AIIL/,561.45,47662.33,Jun 2026,Mar 2026,True,68.81,68.81,0.0,14.23,14.28,0.05,0.19,0.2,0.01,,,,16.76,16.69,-0.07,39531.0,37689.0,-1842.0
Automotive Axles,AUTOAXLES,/company/AUTOAXLES/,1682.00,2532.22,Jun 2026,Mar 2026,True,71.04,71.04,0.0,0.83,0.75,-0.08,15.15,15.44,0.29,,,,12.99,12.78,-0.21,24109.0,23383.0,-726.0
Avalon Tech,AVALON,/company/AVALON/consolidated/,2445.60,16342.84,Jun 2026,Mar 2026,True,44.41,44.39,-0.02,6.42,7.81,1.39,26.17,24.72,-1.45,,,,22.98,23.08,0.1,65594.0,72969.0,7375.0
Avantel,AVANTEL,/company/AVANTEL/consolidated/,146.17,3889.09,Jun 2026,Mar 2026,True,37.04,37.04,0.0,0.55,1.54,0.99,0.92,1.14,0.22,,,,61.48,60.28,-1.2,197774.0,189918.0,-7856.0
Avanti Feeds,AVANTIFEED,/company/AVANTIFEED/consolidated/,767.20,10454.15,Jun 2026,Mar 2026,True,43.23,43.23,0.0,7.63,7.19,-0.44,6.82,7.35,0.53,2.72,2.72,0.0,39.6,39.5,-0.1,116798.0,122500.0,5702.0
Avenue Super.,DMART,/company/DMART/consolidated/,3834.80,250617.63,Jun 2026,Mar 2026,True,74.51,74.48,-0.03,9.0,9.22,0.22,8.77,8.67,-0.1,0.07,0.07,0.0,7.64,7.55,-0.09,573764.0,542175.0,-31589.0
AvenuesAI,CCAVENUE,/company/CCAVENUE/consolidated/,16.09,5612.83,Jun 2026,Mar 2026,True,27.29,27.29,0.0,5.74,5.93,0.19,0.21,0.17,-0.04,,,,66.3,66.18,-0.12,728580.0,721157.0,-7423.0
AWFIS Space,AWFIS,/company/AWFIS/consolidated/,269.05,1923.97,Jun 2026,Mar 2026,True,17.0,17.0,0.0,26.35,26.92,0.57,39.52,38.51,-1.01,,,,17.12,17.58,0.46,48389.0,49296.0,907.0
AXISCADES Tech.,AXISCADES,/company/AXISCADES/consolidated/,1940.20,8252.13,Jun 2026,Mar 2026,True,58.05,58.03,-0.02,1.16,1.45,0.29,1.63,1.96,0.33,,,,39.15,38.56,-0.59,43908.0,46002.0,2094.0
AYM Syntex,AYMSYNTEX,/company/AYMSYNTEX/,292.80,1732.74,Jun 2026,Mar 2026,True,65.86,65.73,-0.13,3.42,3.62,0.2,0.46,0.48,0.02,,,,30.27,30.18,-0.09,8433.0,8140.0,-293.0
B H E L,BHEL,/company/BHEL/consolidated/,423.10,147170.57,Jun 2026,Mar 2026,True,58.17,58.17,0.0,7.23,9.52,2.29,23.93,22.35,-1.58,0.06,0.07,0.01,10.63,9.88,-0.75,1755262.0,1628020.0,-127242.0
Baazar Style,STYLEBAAZA,/company/STYLEBAAZA/,378.05,2867.29,Jun 2026,Mar 2026,True,45.71,44.8,-0.91,1.68,1.69,0.01,6.65,5.94,-0.71,,,,45.96,47.55,1.59,68004.0,58870.0,-9134.0
Bajaj Auto,BAJAJ-AUTO,/company/BAJAJ-AUTO/consolidated/,11400.00,313055.97,Jun 2026,Mar 2026,True,55.01,55.01,0.0,8.82,9.01,0.19,14.35,13.42,-0.93,0.12,0.12,0.0,21.62,22.44,0.82,314095.0,678954.0,364859.0
Bajaj Consumer,BAJAJCON,/company/BAJAJCON/consolidated/,505.85,6617.64,Jun 2026,Mar 2026,True,42.97,42.97,0.0,16.59,16.11,-0.48,14.27,14.91,0.64,,,,26.17,25.99,-0.18,118576.0,122807.0,4231.0
Bajaj Finance,BAJFINANCE,/company/BAJFINANCE/consolidated/,1043.20,649362.81,Jun 2026,Mar 2026,True,54.71,54.68,-0.03,21.33,20.2,-1.13,15.1,16.3,1.2,0.08,0.09,0.01,8.73,8.64,-0.09,1002945.0,985158.0,-17787.0
Bajaj Finserv,BAJAJFINSV,/company/BAJAJFINSV/consolidated/,1846.50,295561.28,Jun 2026,Mar 2026,True,58.72,58.72,0.0,7.23,6.9,-0.33,11.76,12.11,0.35,,,,22.16,22.23,0.07,601457.0,597797.0,-3660.0
Bajaj Healthcare,BAJAJHCARE,/company/BAJAJHCARE/,352.70,1187.10,Jun 2026,Mar 2026,True,58.29,58.59,0.3,1.98,2.19,0.21,2.91,1.92,-0.99,,,,36.82,37.3,0.48,38158.0,41310.0,3152.0
Bajaj Hindusthan,BAJAJHIND,/company/BAJAJHIND/consolidated/,20.52,4898.40,Jun 2026,Mar 2026,True,13.42,13.33,-0.09,1.14,1.14,0.0,50.41,50.67,0.26,,,,34.95,34.78,-0.17,765300.0,754171.0,-11129.0
Bajaj Holdings,BAJAJHLDNG,/company/BAJAJHLDNG/consolidated/,11449.00,127325.43,Jun 2026,Mar 2026,True,51.46,51.46,0.0,9.62,9.47,-0.15,8.08,8.26,0.18,,,,30.85,30.8,-0.05,83963.0,83499.0,-464.0
Bajel Projects,BAJEL,/company/BAJEL/consolidated/,174.06,2011.14,Jun 2026,Mar 2026,True,62.53,62.53,0.0,0.5,0.53,0.03,9.58,9.2,-0.38,,,,27.39,27.72,0.33,83533.0,83063.0,-470.0
Balaji Amines,BALAMINES,/company/BALAMINES/consolidated/,2271.20,7356.85,Jun 2026,Mar 2026,True,54.59,54.56,-0.03,2.99,3.17,0.18,1.46,1.58,0.12,,,,40.96,40.69,-0.27,115754.0,111615.0,-4139.0
